Date,AAPL,MSFT,GOOGL,AMZN,NVDA,AMD,INTC,QCOM,META,ADBE,HD,TGT,COST,LOW,NKE,MCD,SBUX,TJX,ROST
2023-01-03,123.76846313476562,235.71170043945312,88.89987182617188,85.81999969482422,14.305581092834473,64.0199966430664,25.775142669677734,102.92283630371094,124.36554718017578,336.9200134277344,301.5887451171875,142.74038696289062,437.3164367675781,191.32284545898438,115.84581756591797,253.88055419921875,96.24756622314453,76.73481750488281,113.62097930908203
2023-01-04,125.04503631591797,225.4009246826172,87.86244201660156,85.13999938964844,14.73929500579834,64.66000366210938,26.691207885742188,107.08007049560547,126.98766326904297,341.4100036621094,305.2355651855469,143.67173767089844,440.48089599609375,193.5817108154297,118.24565124511719,253.93824768066406,99.71258544921875,77.56034088134766,115.72016906738281
2023-01-05,123.71898651123047,218.7205352783203,85.98707580566406,83.12000274658203,14.255614280700684,62.33000183105469,26.57549476623535,105.0350570678711,126.55894470214844,328.44000244140625,301.168701171875,145.12046813964844,434.3353271484375,192.98577880859375,117.67008209228516,251.79640197753906,99.68395233154297,78.32758331298828,116.1419677734375
2023-01-06,128.27110290527344,221.29824829101562,87.12425994873047,86.08000183105469,14.849223136901855,63.959999084472656,27.70370101928711,110.7380599975586,129.62969970703125,332.75,303.13525390625,150.66152954101562,465.8643493652344,193.177978515625,121.48444366455078,258.8173522949219,101.84123229980469,80.33797454833984,119.25151062011719
2023-01-09,128.79559326171875,223.452880859375,87.80258178710938,87.36000061035156,15.617718696594238,67.23999786376953,28.26297950744629,110.03718566894531,129.08135986328125,341.9800109863281,303.4026184082031,147.086669921875,461.8894348144531,191.70730590820312,121.796630859375,256.68511962890625,99.9798583984375,79.16281127929688,116.4656753540039
2023-01-10,129.3695526123047,225.1549530029297,88.20159912109375,89.87000274658203,15.898531913757324,68.05000305175781,28.38833999633789,112.24540710449219,132.59078979492188,338.70001220703125,306.0947570800781,146.7291717529297,464.44610595703125,193.59132385253906,122.76241302490234,258.2795104980469,101.1825942993164,80.06604766845703,117.50544738769531
2023-01-11,132.10086059570312,231.96322631835938,91.29393768310547,95.08999633789062,15.990470886230469,69.05999755859375,28.783693313598633,113.66636657714844,132.49107360839844,342.92999267578125,314.0853271484375,149.55142211914062,467.2535705566406,200.5025634765625,124.8110580444336,258.1834716796875,101.46895599365234,79.90091705322266,117.26022338867188
2023-01-12,132.02166748046875,234.6589813232422,90.90489959716797,95.2699966430664,16.500133514404297,70.80000305175781,29.207975387573242,116.7386703491211,136.29962158203125,344.5400085449219,314.9158935546875,150.28521728515625,465.4398498535156,202.10780334472656,124.76226806640625,256.14727783203125,101.03941345214844,79.56100463867188,116.48529052734375
2023-01-13,133.3576202392578,235.3673553466797,91.89246368408203,98.12000274658203,16.88788414001465,71.0,29.034406661987305,115.44255065917969,136.5688018798828,344.3800048828125,316.19512939453125,154.84786987304688,468.1605529785156,203.9341278076172,125.69879913330078,258.2603454589844,102.356689453125,79.1822509765625,117.72126007080078
2023-01-17,134.5253448486328,236.4692840576172,91.06450653076172,96.05000305175781,17.69035530090332,71.58999633789062,28.54262351989746,115.48094177246094,134.95367431640625,344.3800048828125,312.6820068359375,152.49600219726562,469.62701416015625,201.39651489257812,125.00617218017578,263.27392578125,101.89849853515625,79.2016830444336,117.47602844238281
2023-01-18,133.80294799804688,232.0025634765625,90.89493560791016,95.45999908447266,17.36556625366211,70.52999877929688,27.78084373474121,117.17072296142578,132.62069702148438,341.30999755859375,309.01605224609375,151.30123901367188,462.5840759277344,200.41603088378906,123.3379898071289,255.52296447753906,100.22804260253906,77.51176452636719,115.14142608642578
2023-01-19,133.86228942871094,228.18521118164062,92.8201675415039,93.68000030517578,16.753969192504883,67.70999908447266,27.40477752685547,112.88867950439453,135.74130249023438,342.5299987792969,296.7867736816406,149.67373657226562,452.9555358886719,194.29302978515625,121.48444366455078,253.16018676757812,99.52168273925781,77.12329864501953,113.54249572753906
2023-01-20,136.4352569580078,236.34140014648438,97.77787780761719,97.25,17.827260971069336,70.06999969482422,28.176193237304688,117.99641418457031,138.95162963867188,356.3800048828125,300.7200012207031,152.59950256347656,463.2015075683594,196.5999755859375,123.52333068847656,257.96258544921875,100.26622772216797,77.24954986572266,113.52290344238281
2023-01-23,139.6415557861328,238.6632537841797,99.54351806640625,97.5199966430664,19.18037223815918,76.52999877929688,29.188688278198242,125.80203247070312,142.83993530273438,364.9800109863281,301.1782531738281,154.87611389160156,475.2612609863281,197.15750122070312,125.1524887084961,258.64447021484375,101.38304138183594,76.89020538330078,113.5719223022461
2023-01-24,141.04676818847656,238.13198852539062,97.45867156982422,96.31999969482422,19.2523250579834,74.69999694824219,28.8511905670166,125.48519897460938,142.71031188964844,361.32000732421875,303.2880554199219,153.86007690429688,474.7789001464844,199.42799377441406,123.72820281982422,258.90380859375,101.79350280761719,78.95886993408203,115.47492980957031
2023-01-25,140.3837432861328,236.72506713867188,94.98480224609375,97.18000030517578,19.310287475585938,74.91000366210938,28.63905143737793,125.93646240234375,141.07522583007812,358.1700134277344,302.8775939941406,154.48098754882812,473.5922546386719,199.13815307617188,123.71845245361328,262.20782470703125,102.1180648803711,80.26998901367188,117.90763854980469
